type,client,tx,amount
dispute,997,1032,102.6278
chargeback,291,1033,443.5177
resolve,963,1034,814.5112
withdrawal,976,1035,308.8317
resolve,850,1036,336.9283
withdrawal,536,1037,426.7827
chargeback,899,1038,823.3642
chargeback,331,1039,612.0738
dispute,170,1040,298.4361
resolve,853,1041,578.2423
deposit,237,1042,701.3035
deposit,923,1043,321.8635
resolve,304,1044,266.9907
chargeback,983,1045,725.3692
resolve,892,1046,153.6055
dispute,557,1047,62.8699
resolve,999,1048,715.9326
dispute,608,1049,290.0346
dispute,773,1050,970.4661
withdrawal,911,1051,535.9205
withdrawal,424,1052,242.561
deposit,14,1053,778.2703
chargeback,993,1054,676.792
dispute,801,1055,470.6433
deposit,518,1056,488.6665
dispute,425,1057,214.7866
deposit,894,1058,680.2638
dispute,443,1059,797.1491
deposit,514,1060,802.717
chargeback,357,1061,634.8407
chargeback,473,1062,344.7354
deposit,298,1063,97.1381
resolve,192,1064,946.9978
dispute,918,1065,190.6663
resolve,520,1066,184.8526
resolve,720,1067,669.5427
resolve,315,1068,465.0167
chargeback,933,1069,915.7276
resolve,324,1070,758.7327
withdrawal,35,1071,695.4534
chargeback,198,1072,655.1715
resolve,278,1073,717.1759
deposit,790,1074,120.9045
deposit,960,1075,168.4584
resolve,693,1076,978.7473
withdrawal,945,1077,532.3487
withdrawal,484,1078,893.8836
chargeback,740,1079,745.3937
chargeback,356,1080,33.3424
deposit,162,1081,517.3183
dispute,537,1082,460.4454
resolve,685,1083,494.5038
chargeback,852,1084,873.9265
withdrawal,787,1085,594.8182
withdrawal,586,1086,785.3656
resolve,924,1087,568.8661
dispute,766,1088,417.3449
deposit,466,1089,278.5809
deposit,114,1090,167.9055
withdrawal,629,1091,304.1546
resolve,467,1092,43.7656
resolve,401,1093,103.2786
dispute,604,1094,123.5482
deposit,968,1095,379.5289
deposit,41,1096,5.4136
resolve,241,1097,129.8295
deposit,505,1098,281.142
resolve,807,1099,494.2889
chargeback,723,1100,12.8712
deposit,78,1101,308.4684
resolve,639,1102,528.7194
chargeback,396,1103,347.914
deposit,395,1104,262.8072
dispute,988,1105,88.4422
resolve,521,1106,742.5628
dispute,774,1107,168.0956
deposit,174,1108,995.6494
deposit,288,1109,348.7054
resolve,496,1110,368.4711
resolve,225,1111,76.845
chargeback,997,1112,885.2504
resolve,653,1113,831.561
resolve,389,1114,524.5221
dispute,675,1115,365.8243
dispute,26,1116,779.8838
resolve,461,1117,838.084
deposit,442,1118,98.3658
chargeback,140,1119,329.8253
chargeback,753,1120,750.5354
deposit,614,1121,60.1885
chargeback,283,1122,536.0579
deposit,521,1123,951.3863
resolve,507,1124,573.7917
withdrawal,369,1125,882.0499
chargeback,432,1126,718.4427
resolve,46,1127,450.8817
withdrawal,877,1128,684.4166
withdrawal,761,1129,235.2033
deposit,106,1130,691.9287
withdrawal,368,1131,515.3368
deposit,809,1132,245.3739
withdrawal,657,1133,55.8317
deposit,430,1134,930.7953
withdrawal,430,1135,672.0308
chargeback,848,1136,184.3877
dispute,470,1137,59.9014
deposit,898,1138,571.7986
dispute,521,1139,502.2144
dispute,305,1140,895.1545
resolve,335,1141,645.1314
withdrawal,71,1142,125.3123
dispute,580,1143,811.389
dispute,362,1144,888.146
deposit,983,1145,184.4705
deposit,137,1146,401.4383
resolve,868,1147,259.789
resolve,925,1148,798.7559
chargeback,250,1149,650.6552
withdrawal,152,1150,721.1607
withdrawal,245,1151,576.4123
withdrawal,157,1152,360.3306
resolve,163,1153,223.7984
chargeback,272,1154,856.5065
withdrawal,385,1155,11.6355
deposit,447,1156,534.8388
withdrawal,302,1157,400.7176
resolve,122,1158,254.4215
chargeback,505,1159,870.0129
dispute,27,1160,465.6951
resolve,642,1161,911.9403
resolve,888,1162,204.9895
withdrawal,445,1163,769.5262
deposit,362,1164,177.0747
deposit,727,1165,332.9092
dispute,516,1166,564.6993
dispute,168,1167,530.1586
resolve,399,1168,216.5552
resolve,126,1169,345.5609
withdrawal,683,1170,140.6121
chargeback,226,1171,696.9455
resolve,909,1172,771.4337
deposit,39,1173,973.0226
dispute,987,1174,673.4122
resolve,224,1175,845.4124
dispute,665,1176,808.5818
withdrawal,498,1177,637.577
dispute,601,1178,425.9163
withdrawal,336,1179,432.8812
deposit,706,1180,484.8902
dispute,365,1181,708.2821
chargeback,701,1182,498.9766
dispute,762,1183,681.9492
withdrawal,440,1184,312.2202
deposit,730,1185,280.9178
withdrawal,650,1186,541.7611
withdrawal,875,1187,694.4983
deposit,228,1188,860.663
withdrawal,672,1189,736.7424
deposit,966,1190,959.1847
withdrawal,690,1191,7.1993
withdrawal,917,1192,789.3849
dispute,112,1193,60.6829
resolve,24,1194,401.352
dispute,597,1195,250.1078
deposit,339,1196,808.8823
withdrawal,346,1197,421.246
dispute,48,1198,305.6859
chargeback,357,1199,949.6514
dispute,750,1200,958.5906
dispute,286,1201,81.7098
withdrawal,235,1202,922.4844
resolve,135,1203,642.3468
chargeback,765,1204,453.5611
resolve,949,1205,578.4319
dispute,325,1206,310.2853
resolve,364,1207,471.6355
deposit,475,1208,751.6021
chargeback,266,1209,171.7754
resolve,588,1210,627.8702
deposit,598,1211,225.0893
chargeback,203,1212,248.1696
dispute,373,1213,990.971
resolve,84,1214,453.5091
resolve,689,1215,863.8728
chargeback,78,1216,636.1427
dispute,789,1217,570.058
deposit,515,1218,68.1284
withdrawal,849,1219,942.0746
resolve,120,1220,727.8161
resolve,986,1221,382.0006
resolve,335,1222,804.0016
resolve,864,1223,211.9522
chargeback,224,1224,462.5951
resolve,369,1225,185.2567
deposit,249,1226,345.1681
dispute,297,1227,149.6629
dispute,45,1228,751.97
deposit,592,1229,381.8432
dispute,436,1230,954.3546
withdrawal,326,1231,393.1192
dispute,818,1232,586.9881
chargeback,226,1233,152.2084
deposit,225,1234,340.0589
chargeback,677,1235,217.6857
resolve,355,1236,500.2164
dispute,160,1237,903.9896
deposit,955,1238,270.3928
dispute,176,1239,855.7508
dispute,874,1240,836.0939
dispute,166,1241,644.0481
deposit,193,1242,507.7751
chargeback,288,1243,301.7011
dispute,983,1244,622.7012
chargeback,886,1245,402.2191
withdrawal,713,1246,797.0156
resolve,854,1247,613.9484
deposit,609,1248,327.0046
chargeback,749,1249,486.3657
deposit,861,1250,543.6357
withdrawal,843,1251,634.8503
withdrawal,177,1252,243.0794
resolve,940,1253,235.5653
resolve,489,1254,340.0246
chargeback,606,1255,19.2169
chargeback,7,1256,33.1252
deposit,478,1257,959.9924
resolve,437,1258,145.0598
withdrawal,168,1259,102.8229
withdrawal,462,1260,992.9583
dispute,839,1261,290.2986
withdrawal,718,1262,812.8531
deposit,669,1263,120.4112
dispute,55,1264,350.0194
dispute,13,1265,133.093
withdrawal,377,1266,540.3627
withdrawal,474,1267,136.2843
dispute,149,1268,865.7047
chargeback,345,1269,432.0418
deposit,376,1270,857.9787
dispute,86,1271,312.5972
withdrawal,820,1272,748.792
dispute,782,1273,315.4881
resolve,324,1274,179.5723
chargeback,584,1275,405.2005
resolve,48,1276,564.2351
chargeback,253,1277,239.0438
resolve,170,1278,286.0621
deposit,456,1279,426.9402
withdrawal,304,1280,628.0755
resolve,524,1281,509.2458
resolve,648,1282,785.2356
chargeback,713,1283,923.9088
dispute,489,1284,743.4386
dispute,240,1285,443.9259
deposit,4,1286,383.7619
deposit,515,1287,177.6708
resolve,203,1288,367.3094
withdrawal,815,1289,688.4215
deposit,718,1290,113.5593
withdrawal,140,1291,471.1774
chargeback,782,1292,812.6672
dispute,794,1293,916.275
withdrawal,486,1294,190.5927
dispute,825,1295,168.9084
dispute,344,1296,727.0586
withdrawal,695,1297,816.9714
withdrawal,979,1298,651.0173
chargeback,689,1299,601.7918
withdrawal,836,1300,269.3035
deposit,304,1301,546.9165
chargeback,180,1302,839.2689
dispute,273,1303,480.8534
dispute,838,1304,515.6628
dispute,494,1305,32.2969
resolve,565,1306,541.8169
chargeback,669,1307,876.9284
withdrawal,891,1308,14.2302
chargeback,409,1309,617.1444
dispute,840,1310,426.1475
dispute,715,1311,551.6844
withdrawal,30,1312,554.7523
deposit,338,1313,152.8896
dispute,59,1314,272.6545
resolve,248,1315,95.8966
chargeback,117,1316,594.7782
withdrawal,220,1317,608.0076
deposit,312,1318,244.216
dispute,749,1319,784.4888
dispute,523,1320,6.1551
dispute,25,1321,231.0105
resolve,234,1322,659.2852
dispute,670,1323,645.9577
dispute,201,1324,987.4558
withdrawal,34,1325,762.241
resolve,270,1326,703.9804
resolve,754,1327,818.3364
deposit,680,1328,594.6603
dispute,170,1329,299.8324
resolve,131,1330,592.7945
chargeback,59,1331,91.8662
chargeback,259,1332,864.2318
resolve,335,1333,88.5027
deposit,659,1334,40.6421
deposit,412,1335,521.2297
resolve,964,1336,979.2501
deposit,839,1337,456.2274
chargeback,831,1338,516.0637
dispute,557,1339,624.9251
resolve,220,1340,819.5524
chargeback,992,1341,716.3073
deposit,652,1342,48.0484
withdrawal,610,1343,781.3478
deposit,890,1344,618.8724
withdrawal,881,1345,988.9336
dispute,977,1346,729.3185
chargeback,624,1347,159.3572
withdrawal,583,1348,482.4306
resolve,240,1349,413.5425
withdrawal,31,1350,787.3294
resolve,385,1351,749.7637
resolve,238,1352,972.6529
withdrawal,742,1353,980.9682
chargeback,84,1354,677.0891
deposit,946,1355,659.0818
dispute,972,1356,929.4724
deposit,732,1357,336.8012
resolve,722,1358,343.4158
withdrawal,149,1359,933.939
deposit,607,1360,288.6006
deposit,709,1361,20.9876
withdrawal,931,1362,543.0953
chargeback,548,1363,541.3467
withdrawal,709,1364,177.1897
withdrawal,71,1365,649.7667
deposit,341,1366,572.3352
chargeback,338,1367,277.3574
chargeback,575,1368,655.6869
dispute,954,1369,476.801
deposit,975,1370,366.4007
chargeback,305,1371,1000.1918
withdrawal,504,1372,247.1529
dispute,254,1373,311.5128
dispute,330,1374,644.3414
dispute,821,1375,136.9215
chargeback,668,1376,978.1958
withdrawal,999,1377,557.5564
chargeback,253,1378,967.8871
deposit,979,1379,75.714
withdrawal,992,1380,778.3519
deposit,681,1381,497.8707
resolve,962,1382,251.0405
resolve,299,1383,46.3635
withdrawal,748,1384,24.8752
resolve,801,1385,983.7058
resolve,368,1386,933.1737
dispute,853,1387,479.2971
resolve,696,1388,195.9916
withdrawal,941,1389,610.395
dispute,590,1390,351.6055
deposit,407,1391,237.0217
resolve,113,1392,296.6192
withdrawal,349,1393,913.5375
dispute,834,1394,37.5977
chargeback,107,1395,926.1397
chargeback,136,1396,633.9741
deposit,730,1397,706.7113
withdrawal,949,1398,314.3287
resolve,592,1399,154.6125
deposit,786,1400,369.0309
dispute,497,1401,576.7832
chargeback,931,1402,87.3335
deposit,246,1403,211.254
chargeback,345,1404,275.87
deposit,468,1405,201.146
withdrawal,531,1406,928.6654
deposit,416,1407,932.187
dispute,266,1408,733.8192
deposit,172,1409,1.6935
withdrawal,764,1410,818.8844
resolve,217,1411,589.1671
withdrawal,842,1412,989.3641
chargeback,412,1413,710.401
dispute,738,1414,685.462
dispute,168,1415,862.1391
chargeback,548,1416,913.2682
chargeback,412,1417,885.0725
withdrawal,489,1418,474.4955
chargeback,453,1419,53.2797
resolve,738,1420,774.2579
deposit,281,1421,518.9676
chargeback,317,1422,327.1275
chargeback,676,1423,663.5164
dispute,528,1424,382.7072
resolve,360,1425,803.5945
deposit,626,1426,81.3333
chargeback,292,1427,873.6985
resolve,215,1428,800.5237
resolve,613,1429,586.4461
chargeback,646,1430,171.896
deposit,599,1431,407.3019
dispute,328,1432,682.8865
deposit,501,1433,331.7404
resolve,357,1434,933.2147
withdrawal,30,1435,554.7122
chargeback,814,1436,210.273
withdrawal,459,1437,549.1872
resolve,725,1438,835.3795
resolve,92,1439,405.0493
resolve,904,1440,631.904
resolve,141,1441,739.3331
dispute,394,1442,391.6639
withdrawal,250,1443,548.6055
resolve,541,1444,871.1369
resolve,951,1445,204.3386
resolve,671,1446,745.453
resolve,69,1447,842.2264
deposit,417,1448,578.5032
deposit,828,1449,320.3693
dispute,771,1450,87.5123
deposit,494,1451,72.2781
withdrawal,689,1452,828.2516
resolve,310,1453,88.3779
withdrawal,960,1454,733.8226
dispute,154,1455,57.6413
resolve,486,1456,508.8794
dispute,558,1457,822.8429
deposit,585,1458,66.2216
dispute,317,1459,356.3346
withdrawal,711,1460,141.4684
chargeback,551,1461,924.6867
chargeback,485,1462,308.4566
dispute,431,1463,711.4387
withdrawal,490,1464,243.3402
resolve,452,1465,25.0737
dispute,388,1466,255.024
chargeback,420,1467,261.3325
withdrawal,24,1468,395.978
chargeback,939,1469,176.5221
resolve,334,1470,718.0404
deposit,416,1471,84.0178
withdrawal,833,1472,233.4675
withdrawal,941,1473,865.5922
resolve,606,1474,418.8127
deposit,433,1475,361.9667
dispute,911,1476,477.1793
dispute,464,1477,646.8305
resolve,457,1478,480.9363
resolve,780,1479,882.942
resolve,287,1480,29.0904
deposit,419,1481,352.8722
withdrawal,348,1482,368.5044
deposit,347,1483,687.5449
resolve,85,1484,227.071
withdrawal,157,1485,160.8821
resolve,710,1486,315.3699
resolve,776,1487,109.3188
withdrawal,333,1488,975.0611
dispute,776,1489,389.6289
withdrawal,324,1490,44.5137
deposit,555,1491,380.2452
dispute,690,1492,911.7634
withdrawal,996,1493,676.8805
deposit,880,1494,295.3515
deposit,31,1495,719.7586
deposit,866,1496,727.8405
dispute,606,1497,886.1896
dispute,680,1498,106.6985
dispute,499,1499,756.0198
deposit,76,1500,812.5868
withdrawal,368,1501,722.8377
deposit,195,1502,962.2207
resolve,235,1503,665.4069
chargeback,659,1504,792.3767
deposit,586,1505,958.5887
deposit,825,1506,209.1024
resolve,642,1507,405.9757
chargeback,162,1508,573.0038
dispute,355,1509,408.2323
deposit,414,1510,392.9689
withdrawal,775,1511,97.4815
resolve,668,1512,243.3633
chargeback,970,1513,39.7165
resolve,290,1514,603.0662
withdrawal,32,1515,1.3914
deposit,87,1516,660.1585
resolve,465,1517,44.6497
deposit,469,1518,431.5832
chargeback,717,1519,190.3821
withdrawal,161,1520,803.4003
dispute,96,1521,577.5145
withdrawal,691,1522,717.447
chargeback,125,1523,183.2597
chargeback,578,1524,543.8265
chargeback,375,1525,773.2267
withdrawal,292,1526,698.1921
chargeback,772,1527,599.7002
dispute,599,1528,31.8189
deposit,884,1529,344.2289
deposit,982,1530,254.647
dispute,572,1531,307.902
dispute,658,1532,429.2211
deposit,271,1533,361.5199
withdrawal,775,1534,964.6215
dispute,712,1535,6.5019
resolve,198,1536,139.8151
chargeback,996,1537,131.0713
chargeback,268,1538,397.0032
chargeback,242,1539,159.4171
chargeback,2,1540,415.4158
deposit,332,1541,986.9065
deposit,896,1542,10.3142
deposit,796,1543,624.0245
withdrawal,917,1544,749.7469
deposit,476,1545,998.2099
deposit,715,1546,291.0948
withdrawal,461,1547,651.3805
withdrawal,39,1548,117.2534
deposit,952,1549,651.3395
chargeback,135,1550,584.8071
withdrawal,568,1551,489.8764
withdrawal,290,1552,635.5545
resolve,91,1553,686.0198
resolve,374,1554,918.1424
withdrawal,584,1555,519.9271
withdrawal,477,1556,317.7886
resolve,384,1557,155.5228
resolve,841,1558,110.1928
resolve,830,1559,348.1571
dispute,225,1560,238.3818
resolve,296,1561,375.6824
resolve,912,1562,506.3783
chargeback,807,1563,70.9372
dispute,573,1564,141.8473
dispute,587,1565,59.2954
dispute,844,1566,765.4045
dispute,683,1567,132.1719
withdrawal,574,1568,407.4624
dispute,520,1569,263.2481
resolve,997,1570,415.4704
chargeback,759,1571,140.7309
chargeback,42,1572,992.7731
dispute,920,1573,838.7305
withdrawal,454,1574,749.8433
chargeback,599,1575,517.0819
dispute,938,1576,243.2928
dispute,379,1577,745.9286
resolve,345,1578,502.036
chargeback,8,1579,604.0401
deposit,536,1580,562.0203
withdrawal,844,1581,891.3083
withdrawal,998,1582,274.3794
deposit,795,1583,708.1285
withdrawal,311,1584,925.1876
chargeback,565,1585,903.2676
chargeback,886,1586,381.8081
resolve,78,1587,628.5925
withdrawal,936,1588,804.2724
chargeback,240,1589,661.2629
withdrawal,605,1590,890.4979
resolve,477,1591,975.3508
resolve,648,1592,85.6578
dispute,931,1593,605.9636
dispute,402,1594,425.9553
deposit,886,1595,50.9151
withdrawal,594,1596,934.869
deposit,246,1597,135.5652
withdrawal,512,1598,391.6917
withdrawal,335,1599,309.8252
deposit,755,1600,273.7686
deposit,526,1601,809.9729
deposit,669,1602,45.6288
dispute,48,1603,619.2779
resolve,448,1604,21.4631
resolve,154,1605,817.6114
chargeback,448,1606,252.5099
deposit,190,1607,954.3097
resolve,785,1608,351.2572
resolve,493,1609,182.3175
deposit,74,1610,31.6093
withdrawal,649,1611,645.7363
dispute,536,1612,82.5047
chargeback,440,1613,883.8229
resolve,117,1614,663.3228
resolve,471,1615,846.7125
resolve,475,1616,28.4696
deposit,805,1617,399.045
withdrawal,95,1618,438.2799
chargeback,348,1619,526.2491
deposit,760,1620,614.0614
chargeback,478,1621,896.5283
dispute,706,1622,11.5297
withdrawal,437,1623,992.2844
chargeback,201,1624,195.2002
dispute,794,1625,457.5139
dispute,954,1626,513.525
withdrawal,475,1627,301.6789
deposit,404,1628,17.7328
deposit,943,1629,43.4907
chargeback,467,1630,421.9061
dispute,691,1631,113.1436
dispute,700,1632,448.9451
resolve,166,1633,609.3314
chargeback,667,1634,816.1474
chargeback,200,1635,781.5841
deposit,436,1636,794.7463
withdrawal,966,1637,511.5234
deposit,322,1638,798.5778
deposit,548,1639,255.3355
deposit,402,1640,848.5265
resolve,942,1641,620.806
deposit,946,1642,480.104
deposit,901,1643,600.0584
dispute,871,1644,274.6055
withdrawal,514,1645,670.8024
dispute,931,1646,677.0898
chargeback,667,1647,90.5913
deposit,865,1648,419.553
resolve,929,1649,85.1378
dispute,775,1650,245.8437
deposit,891,1651,688.3606
dispute,106,1652,571.1769
resolve,647,1653,893.829
withdrawal,825,1654,511.6427
withdrawal,56,1655,447.6697
dispute,660,1656,32.6937
resolve,849,1657,438.7092
chargeback,220,1658,100.6533
deposit,531,1659,339.9033
chargeback,532,1660,838.4668
resolve,462,1661,206.9039
dispute,34,1662,260.0597
withdrawal,59,1663,336.8581
resolve,721,1664,282.8205
resolve,582,1665,69.6169
resolve,2,1666,719.322
withdrawal,97,1667,218.855
withdrawal,767,1668,99.4708
deposit,538,1669,100.8602
deposit,562,1670,442.332
chargeback,477,1671,273.7797
resolve,813,1672,385.5803
withdrawal,453,1673,917.3023
resolve,967,1674,258.9368
dispute,974,1675,631.9912
resolve,954,1676,753.5016
withdrawal,461,1677,424.4682
resolve,891,1678,127.0398
resolve,12,1679,973.156
chargeback,194,1680,889.7973
deposit,270,1681,896.1003
chargeback,282,1682,613.7313
chargeback,311,1683,318.9605
dispute,801,1684,35.5237
resolve,583,1685,88.6425
deposit,730,1686,624.356
withdrawal,383,1687,193.9782
resolve,674,1688,763.1744
withdrawal,973,1689,612.4657
deposit,918,1690,408.9456
deposit,72,1691,822.7706
dispute,233,1692,870.5447
dispute,246,1693,800.5703
chargeback,240,1694,281.1919
resolve,269,1695,934.0981
deposit,395,1696,438.79
withdrawal,228,1697,100.109
deposit,789,1698,862.0012
deposit,603,1699,195.5999
chargeback,897,1700,517.3184
chargeback,923,1701,84.7703
dispute,861,1702,461.8278
dispute,318,1703,513.3707
withdrawal,903,1704,45.4206
deposit,57,1705,642
withdrawal,991,1706,552.7196
deposit,949,1707,184.8619
chargeback,865,1708,767.7437
chargeback,979,1709,74.8219
deposit,76,1710,969.6121
chargeback,81,1711,128.6358
dispute,721,1712,312.1291
resolve,320,1713,577.5465
deposit,302,1714,770.8549
withdrawal,491,1715,583.5308
